Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
49134,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,447,"Lucena, Francisco José"
49135,NS da Boa Viagem e Santana,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Fontes, João Francisco"
49136,S José e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,381,"Souto, Antônio de"
49137,NS da Conceição e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,359,"Medeiros, Manoel de"
49138,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,271,"Viana, Paulo Cardoso"
49139,NS da Conceição e S Francisco,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Fonseca, Pedro José da"
49140,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,423,"Carvalho, Antônio de"
49141,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,336,"Guimarães, Francisco Carvalho"
49142,NS da Conceição S Antônio e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Chelas, Antônio José"
49143,NS de Guadalupe,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,415,"Jardim, José Gomes"
49144,NS da Lapa e S Antônio,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Oliveira, Antônio de Melo de"
49145,NS da Lapa e S Antônio,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,
49167,NS da Piedade e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Rosario, Tomás José de"
49168,NS da Purificação e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,348,"Amado, Manoel da Silva"
49169,NS de Belém,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Firme, Manoel Caetano"
49170,NS de Nazaré,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,340,"Paiva, João de"
49171,NS do Carmo e S Luís Gonzaga,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Cruz, José Gabriel"
49172,NS do Pilar e S José,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,231,"Monteiro, Miguel"
49173,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,400,"Souza, Roque Jacinto de"
49174,NS do Socorro S Miguel e Almas,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Viana, José Luís"
49175,NS dos Prazeres,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,"Menezes, José Ferreira"
49177,Santana e S Antônio,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Lisboa, Antônio Pereira"
49178,Santana S José,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Ramos, André Pereira"
49179,S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,
49180,S João Nepomuceno,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Serra, Francisco Xavier de Matos"
49182,NS do Pilar e S José,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,210,"Monteiro, Miguel"
49183,S José e NS dos Remédios,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Silva, Gabriel Álvares da"
49184,Santíssimo Sacramento,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1775,,"Pereira, José Antônio"
49185,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,"Pereira, Manoel"
49186,S dos Passos,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1775,,"Jardim, Antônio Gomes"
49187, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1781,,"Campos, Antônio da Silva Araújo"
49188,NS da Malaia Bom Jesus,Rio de Janeiro,Luanda,Rio de Janeiro,1781,,"Costa, Tomásio"
49190,NS do Bonsucesso S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1783,,"Misericórdia, João da Silva"
49191,NS da Conceição e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1783,,
49193,Boa Esperança,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1804,183,"Vilanova, Crispim dos Santos"
49194,S Lourenço,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1803,450,"Silva, Manoel Vicente da"
49195,NS da Boa Viagem e São Lourenço,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1805,543,"Silva, Manoel Vicente da"
49196,NS da Saudade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1806,,
49197, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1806,,
49198,NS do Livramento Santana e Almas,Madeira,Luanda,,1736,,"Mayringol, João Paulo"
49199,NS do Socorro e S Antônio,Madeira,Luanda,,1736,,"Souza, Francisco de"
49200,NS do Socorro S Antônio e Almas,Madeira,Luanda,,1736,,"Abreu, João"
49201,Santana e S Joaquim,Madeira,Luanda,,1736,,"Góes, Felipe da Silva"
49202,Santana S Joaquim e Almas,Madeira,Luanda,,1736,,"Pereira, Sebastião"
49203,NS de Nazaré,Rio de Janeiro,Benguela,"Bahia, port unspecified",1802,,"Correa, Antônio José"
49205,Sr dos Passos e Bom Jardim,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1796,,"Pereira, João Pedro"
49206,NS da Boa Viagem e S Lourenço,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1798,446,"Siqueira, João Inácio de"
49207,NS da Boa Viagem e S Lourenço,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1802,,
49208,S Lourenço,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1801,,
49209,S Antônio Olinda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Valente, Manoel"
49210,S Antônio Protetor,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Regadas, Luís de Queiróz Monteiro"
49211,Sinceridade,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1819,197,"Neves, José da Silva<br/> Santos, Fernando Bruno dos"
49212,Paquete do Rio,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Silva, Eugênio Antônio da"
49213,General D Antônio,,Luanda,Maranhao,1819,,"Coelho, João Antônio"
49215,D Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Pimentel, José Machado<br/> Azevedo, José Joaquim"
49216,NS da Boa Viagem Abismo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Moreira, Dionísio José"
49217,Vigilante Africano,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Amorim, José Gomes de"
49218,Vigilante Africano,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Amorim, José Gomes de"
49219,Abismo,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1834,,
49220,Pernambuco,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1842,,
49221,Rita (Flor de Mayo),Santander,Loango,"Bahia, port unspecified",1817,382,"Arrarte, Juan Batista de"
49222,NS da Conceição e Estrela do Mar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Botelho, Manoel Nogueira"
49223,NS da Conceição e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Pinheiro, Bernardo da Silva"
49224,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Araújo, Gaspar Barbosa de"
49225,NS de Nazaré e S Luzia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Costa, Manoel de Souza da"
49226,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,
49227,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Araújo, José Lourenço de"
49228,NS das Neves e S Catarina,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Gaspar, João"
49229,NS dos Prazeres e S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Costa, Domingos da"
49230,NS da Ajuda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Teixeira, Sebastião da Silva"
49231,NS do Pilar,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Fagarro, João Correa"
49232,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Guedes, Cristóvão"
49233,Esperança,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",1816,374,"Dias, Domingos Francisco"
49234,Tamerlão,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1816,,"Almeida, Francisco Xavier de<br/> Abreu, Luís Pereira"
49235,S João,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1811,199,"Pinto, Fortunato Luís"
49236,Ceres,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1811,211,"Lisboa, Válter Martins da Silva"
49237,Adamastor,Sao Tome or Princes Island,Cap Lopez,"Bahia, port unspecified",1811,201,"Joaquim, Manoel"
49239,Flor da Bahia,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1817,,"Gomes, José Martins"
49240,Pequena Aventura,Rio de Janeiro,Cabinda,"Bahia, port unspecified",1817,249,"Cruz, José Joaquim da"
49241,Marquês de Pombal,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1817,,"Barbosa, José"
49242,Paquete da Bahia,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1817,388,"Almeida, Manoel Joaquim de"
49244,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1759,,"Abreu, José Álvares de"
49245,S Antônio Almas e NS do Bonsucesso,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1713,,"Carneiro, Manoel"
49246,NS do Amparo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1714,,"Lisboa, José Pereira"
49247,S Antônio Sacramento,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1781,,
49248,S José NS da Natividade e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1782,,"Azevedo, Manoel Aleixo de"
49249,NS da Atalaia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,
49250,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1711,,"Antunes, José"
49251,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1711,,"Mesquita, João Dias de"
49252,NS do Bonsucesso e S Antônio Portilhão,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Firme, Antônio Caetano"
49253,NS da Natividade e S Francisco Xavier,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1794,,"Medões, Bernardo da Silva"
49255,S João _______,Rio de Janeiro,Benguela,Rio de Janeiro,1794,,"Silveira, Joaquim José da"
49256,S Antônio Pérola do Sul,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Teixeira, José da Silva"
49257,NS do Rosario S Antônio e Almas,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Domingues, José"
49258,NS Mãe de Deus e S Tomé,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Francisco, José"
49260,NS do Rosario S Antônio e Almas,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Domingues, José"
49263,NS do Monte do Carmo,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Rosario, Inácio Antunes do"
49268,NS da Conceição Paquete Volante,Rio de Janeiro,Benguela,Rio de Janeiro,1796,401,"Lopes, Antônio Francisco"
49270,NS da Estrela e S Salvador do Mundo,Rio de Janeiro,Benguela,Rio de Janeiro,1795,,"Lisboa, João dos Santos"
49274,Paquete Volante,Rio de Janeiro,Benguela,Rio de Janeiro,1798,,"Oliveira, João Soares de"
49282,NS do Carmo Pomba Volante,Rio de Janeiro,Benguela,Rio de Janeiro,1797,,"Souza, Lourenço Joaquim de"
49283, ,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1697,,"Tibao, Antônio"
49284,Falcão,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,
49285,S Lourenço,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1697,,"Vaz, Manoel Franco"
49286,Sol Dourado,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,
49287, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Carvalho, José"
49288, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Freire, Luís"
49289,S Lourenço e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Queiróz, Antônio de"
49290, ,"Pernambuco, port unspecified",Cabinda,"Pernambuco, port unspecified",1698,,"Marinho, Anônio de Aguiar"
49292, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Pereira, João Alves"
49294, ,Rio de Janeiro,Luanda,"Bahia, port unspecified",1698,,"Silva, José da"
49295, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,
49297,NS da Conceição e Remédios,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,338,"Oliveira, Antônio Coelho de"
49298,NS do Carmo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Rodrigues, Aurélio"
49299,NS do Livramento,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Pena, Ambrósio da"
49300,NS dos Mártires,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,
49301,S Antônio de Portugal,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Lopes, Vicente Gomes"
49302,S José e Sol Dourado,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Rosa, Antônio Gonçalves"
49303,S Lourenço e S Domingos,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1698,,"Silva, Manoel Lopes da"
49304,Santíssimo Sacramento e Almas,,Luanda,Guatemala,1698,,"Crestelo, Antônio Dias"
49305, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1699,,
49306, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,
49307, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,"Negreiros, Sebastião Neto"
49308,NS da Conceição e Remédios,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",1699,,"Oliveira, Antônio Coelho de"
49309,NS da Conceição e S Antônio,Rio de Janeiro,Luanda,Rio de Janeiro,1699,,"Santos, Manoel Ferreira dos"
49310,NS da Penha da França,Rio de Janeiro,Luanda,"Bahia, port unspecified",1699,,"Silva, Manoel Lopes"
49311,NS da Penha da França,Rio de Janeiro,Benguela,Rio de Janeiro,1699,,"Silva, Manoel Lopes"
49312,S Antônio e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1699,,
49313,S Francisco e S Antônio,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1699,,"Carvalho, Antônio Martins de"
49314,S José e Sol Dourado,Rio de Janeiro,Luanda,Rio de Janeiro,1699,,"Rosa, António Gonçalves"
49315,Santíssimo Sacramento e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,"Crestelo, Antônio Dias"
49316,Santíssimo Sacramento e Almas,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1699,,"Crestelo, Antônio Dias"
49317, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1700,,"Machado, Antônio"
49318, ,"Bahia, port unspecified",Loango,"Bahia, port unspecified",1700,,"André, Domingos"
49319,Espírito Santo e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1700,,"Ramos, Manoel"
49320,Espírito Santo e NS da Conceição,Rio de Janeiro,Luanda,Rio de Janeiro,1700,,"Silva, Manoel Lopes da"
49321,Espírito Santo e NS da Conceição,Rio de Janeiro,Benguela,Rio de Janeiro,1701,,"Silva, Manoel Lopes da"
49322,NS de Nazaré e S Antônio,"Bahia, port unspecified",Loango,"Bahia, port unspecified",1700,,"Silva, João Gonçalves da"
49323,NS do Bonsucesso e S José,Rio de Janeiro,Luanda,Rio de Janeiro,1700,,"Oliveira, Antônio Coelho de"
49324,S Antônio Pobre,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1700,,"Ribeiro, José"
49325,S Francisco e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1700,,"Santos, Antônio dos"
49326,S Lourenço e S Domingos,Rio de Janeiro,Luanda,,1700,,"Loureiro, Manoel Antunes"
49327,S Rosa e S Antônio,Rio de Janeiro,Luanda,,1700,,"André, Domingos"
49328,Santíssimo Sacramento e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1700,,"Crestelo, Antônio Dias"
49329, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1701,,"Viegas, Anacleto"
49330,S Domingos,Lisbon,Luanda,Rio de Janeiro,1701,,"Delgado, Francisco"
49331,Corpo Santo e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1704,,"Garrido, José Fernandes"
49332,NS da Graça e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1704,,"Antônio, Manoel de Souza Benevides"
49333,NS da Penha da França,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1704,,"__________, Bartolomeu"
49334,NS da Mãe de Deus,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1709,,
49335,NS do Cabo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1714,,"Silva, Jacinto da"
49336,NS do Livramento,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1714,,"Pinheiro, Francisco"
49337,NS do Popolo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1714,,"Gonçalves, Jacinto"
49338,S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1714,,"Costa, Manoel José da"
49339,Assunção de NS e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1715,,"Gonçalves, Adrião"
49340,Espírito Santo e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1715,,"Oliveira, José"
49341,NS da Conceição e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1715,,"Elesbão, Antônio"
49342,NS do Bonsucesso e S José,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1716,,"Santos, João Vicente dos"
49343,NS do Livramento e S Teresa,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",1716,,"Pinheiro, Francisco"
49344,NS dos Prazeres e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1716,,"Azevedo, Domingos de"
49345,S Catarina e S Antônio,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1716,,"Santos, André Francisco dos"
49346,S Cruz das Portas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1716,,"Costa, Brás"
49347,S Domingos,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1716,,"Couto, Antônio Vieira"
49348,Corpo Santo e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1717,,"Porto, Francisco da Costa"
49349,NS do Monserrat,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1717,,"______, André"
49350,Princesa do Céu,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1717,,"Nunes, José"
49351,Princesa do Céu S Francisco Xavier,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1718,,"Lima, Tomás Gonçalves"
49352,S Cruz das Portas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1718,,"Rodrigues, Veríssimo"
49353,S Catarina,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1719,,"Viana, Antônio"
49354,NS do Cabo e S Cruz,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1719,,"Ferreira, Antônio Gomes"
49355,NS do Monserrat,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1719,,
49356,NS dos Augustos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1719,,"Rodrigues, Antônio"
